,company,position,salary,lower_bound_salary,upper_bound_salary,base_pay,bonus_pay,cash_bonus,stock_bonus
5582,"View, Inc.",Senior Data Scientist,$146K - $158K,$146K,$158K,$147K - $161K,$147K - $161K,,
5583,Guardian Life,Senior Data Scientist,$142K - $154K,$142K,$154K,$140K - $152K,$140K - $152K,,
5584,Senzari,Senior Data Scientist,$157K - $169K,$157K,$169K,$156K - $168K,$156K - $168K,,
5585,Equifax,Senior Data Scientist,$84K - $91K,$84K,$91K,$85K - $90K,$85K - $90K,,
5586,Georgia-Pacific,Senior Data Scientist,$117K - $126K,$117K,$126K,$118K - $127K,$118K - $127K,$34K - $37K,
5587,GeneDx,Senior Data Scientist,$121K - $133K,$121K,$133K,$123K - $132K,$123K - $132K,,
5588,Northwestern Mutual,Senior Data Scientist,$146K - $159K,$146K,$159K,$146K - $159K,$146K - $159K,,
5589,JW Player,Senior Data Scientist,$136K - $149K,$136K,$149K,$137K - $147K,$137K - $147K,,
5590,Weather Analytics,Senior Data Scientist,$115K - $126K,$115K,$126K,$114K - $126K,$114K - $126K,$3K - $3K,
5591,DOCOMO Innovations,Senior Data Scientist,$182K - $195K,$182K,$195K,$180K - $198K,$180K - $198K,,
5592,Clarivate,Senior Data Scientist,$94K - $102K,$94K,$102K,$94K - $101K,$94K - $101K,$9K - $10K,
5593,Technica,Senior Data Scientist,$127K - $139K,$127K,$139K,$130K - $140K,$130K - $140K,,
5594,Bank of America,Senior Data Scientist,$111K - $121K,$111K,$121K,$111K - $121K,$111K - $121K,,
5595,EverString,Senior Data Scientist,$129K - $140K,$129K,$140K,$131K - $142K,$131K - $142K,,
5596,Droice Labs,Senior Data Scientist,$117K - $126K,$117K,$126K,$118K - $126K,$118K - $126K,,
5597,Meetup,Senior Data Scientist,$142K - $151K,$142K,$151K,$141K - $152K,$141K - $152K,,
5598,Teradata,Senior Data Scientist,$179K - $194K,$179K,$194K,$178K - $195K,$178K - $195K,,
5599,RCI Exchanges,Senior Data Scientist,$110K - $117K,$110K,$117K,$109K - $118K,$109K - $118K,,
5600,Deutsche Bank,Senior Data Scientist,$145K - $158K,$145K,$158K,$143K - $155K,$143K - $155K,,
5601,Jawbone,Senior Data Scientist,$140K - $150K,$140K,$150K,,,,
5602,Adore Me,Senior Data Scientist,$128K - $138K,$128K,$138K,$128K - $139K,$128K - $139K,,
5603,Foot Locker,Senior Data Scientist,$91K - $99K,$91K,$99K,$90K - $99K,$90K - $99K,$13K - $14K,
5604,ZipRecruiter,Senior Data Scientist,$161K - $173K,$161K,$173K,$161K - $174K,$161K - $174K,,
5605,Zscaler,Senior Data Scientist,$146K - $157K,$146K,$157K,$147K - $159K,$147K - $159K,,
5606,International Flavors & Fragrances,Senior Data Scientist,$149K - $162K,$149K,$162K,$150K - $162K,$150K - $162K,$12K - $13K,$10K - $10K
5607,Weber Shandwick,Senior Data Scientist,$249K - $267K,$249K,$267K,$246K - $270K,$246K - $270K,,
5608,Anthem,Senior Data Scientist,$107K - $116K,$107K,$116K,$106K - $114K,$106K - $114K,,
5609,Whitehead Institute for Biomedical Research,Senior Data Scientist,$90K - $97K,$90K,$97K,$89K - $97K,$89K - $97K,,
5610,Dose,Senior Data Scientist,$151K - $161K,$151K,$161K,$149K - $162K,$149K - $162K,,
5611,Nuna,Senior Data Scientist,$157K - $169K,$157K,$169K,$155K - $168K,$155K - $168K,,
5612,Brillio,Senior Data Scientist,$85K - $91K,$85K,$91K,$84K - $91K,$84K - $91K,,
5613,Seamless,Senior Data Scientist,$112K - $122K,$112K,$122K,$113K - $121K,$113K - $121K,,
5614,ServiceNow,Senior Data Scientist - Hourly,$98 - $107hourly,$98,$107,$99 - $106,$99 - $106,,
5615,Nanigans,Senior Data Scientist,$182K - $198K,$182K,$198K,$184K - $198K,$184K - $198K,,
5616,Parallon,Senior Data Scientist,$97K - $106K,$97K,$106K,$97K - $105K,$97K - $105K,,
5617,Biogen,Senior Data Scientist,$116K - $124K,$116K,$124K,$115K - $126K,$115K - $126K,$12K - $13K,$11K - $12K
5618,Kelley Blue Book,Senior Data Scientist,$132K - $145K,$132K,$145K,$132K - $143K,$132K - $143K,$10K - $11K,
5619,Sphere of Influence,Senior Data Scientist,$203K - $219K,$203K,$219K,$201K - $221K,$201K - $221K,,
5620,Blue Shell Games,Senior Data Scientist,$137K - $147K,$137K,$147K,$135K - $148K,$135K - $148K,,
5621,Advance Auto Parts,Senior Data Scientist,$125K - $134K,$125K,$134K,$124K - $134K,$124K - $134K,,
5622,Rocket Fuel,Senior Data Scientist,$172K - $186K,$172K,$186K,$172K - $189K,$172K - $189K,,
5623,Brown-Forman,Senior Data Scientist,$96K - $104K,$96K,$104K,$96K - $104K,$96K - $104K,$965 - $1K,
5624,Cloudera,Senior Data Scientist,$148K - $162K,$148K,$162K,$148K - $160K,$148K - $160K,,
5625,Yantriks,Senior Data Scientist,$142K - $154K,$142K,$154K,$142K - $155K,$142K - $155K,,
5626,Locus Energy,Senior Data Scientist,$77K - $84K,$77K,$84K,$77K - $83K,$77K - $83K,,
5627,Vertex Pharmaceuticals,Senior Data Scientist,$116K - $126K,$116K,$126K,$118K - $128K,$118K - $128K,,
5628,TRANZACT,Senior Data Scientist,$102K - $109K,$102K,$109K,$101K - $109K,$101K - $109K,,
5629,Vanguard,Senior Data Scientist,$194K - $211K,$194K,$211K,$196K - $209K,$196K - $209K,$29K - $31K,
5630,FireEye,Senior Data Scientist,$154K - $167K,$154K,$167K,$152K - $164K,$152K - $164K,,
5631,Kroger,Senior Data Scientist,$90K - $97K,$90K,$97K,$90K - $97K,$90K - $97K,,
5632,NIH,Senior Data Scientist,$139K - $152K,$139K,$152K,$140K - $153K,$140K - $153K,,
5633,Brocade,Senior Data Scientist,$171K - $184K,$171K,$184K,$170K - $185K,$170K - $185K,,
5634,Duke Energy,Senior Data Scientist - Hourly Contractor,$90 - $98hourly,$90,$98,,,,
5635,Spreemo,Senior Data Scientist,$154K - $166K,$154K,$166K,$154K - $164K,$154K - $164K,,
5636,Roku,Senior Data Scientist,$226K - $245K,$226K,$245K,$225K - $244K,$225K - $244K,,
5637,NextRoll,Senior Data Scientist,$146K - $160K,$146K,$160K,$149K - $160K,$149K - $160K,,
5638,A. O. Smith,Senior Data Scientist,$80K - $88K,$80K,$88K,$81K - $87K,$81K - $87K,,
5639,Banner Health,Senior Data Scientist,$85K - $92K,$85K,$92K,$84K - $92K,$84K - $92K,,
5640,Banner Health,Senior Data Scientist,$85K - $91K,$85K,$91K,$85K - $92K,$85K - $92K,,
5641,ARInspect,Senior Data Scientist,$118K - $128K,$118K,$128K,$118K - $127K,$118K - $127K,,
5642,Jonas Software,Senior Data Scientist,$89K - $95K,$89K,$95K,$88K - $95K,$88K - $95K,,
5643,Srijan Technologies,Senior Data Scientist,$111K - $122K,$111K,$122K,$112K - $122K,$112K - $122K,,
5644,Scottfree Analytics,Senior Data Scientist - Hourly Contractor,$116 - $125hourly,$116,$125,,,,
5645,Airbnb,Senior Data Scientist,$175K - $189K,$175K,$189K,$174K - $188K,$174K - $188K,,$99K - $107K
5646,Tradeshift,Senior Data Scientist,$145K - $157K,$145K,$157K,$145K - $156K,$145K - $156K,$15K - $16K,
5647,Valkyrie Intelligence,Senior Data Scientist,$122K - $131K,$122K,$131K,$123K - $132K,$123K - $132K,,
5648,athenahealth,Senior Data Scientist,$96K - $103K,$96K,$103K,$97K - $105K,$97K - $105K,$14K - $16K,
5649,Opendoor,Senior Data Scientist,$174K - $190K,$174K,$190K,$175K - $189K,$175K - $189K,,
5650,Rakuten Advertising,Senior Data Scientist,$172K - $185K,$172K,$185K,$170K - $185K,$170K - $185K,,
5651,BlackLocus,Senior Data Scientist,$131K - $140K,$131K,$140K,$131K - $141K,$131K - $141K,,
5652,Cloud IQ Technologies,Senior Data Scientist,$124K - $135K,$124K,$135K,$123K - $135K,$123K - $135K,$7K - $8K,$7K - $8K
5653,Federal Reserve Board,Senior Data Scientist,$142K - $153K,$142K,$153K,$141K - $154K,$141K - $154K,,
5654,Ten-X,Senior Data Scientist,$138K - $148K,$138K,$148K,,,,
5655,Infosys,Senior Data Scientist,$84K - $90K,$84K,$90K,$83K - $135K,$83K - $135K,,
5656,Old Navy,Senior Data Scientist,$136K - $149K,$136K,$149K,$137K - $148K,$137K - $148K,,
5657,DeUMBRA,Senior Data Scientist,$123K - $132K,$123K,$132K,$122K - $132K,$122K - $132K,,
5658,Cymer,Senior Data Scientist,$94K - $103K,$94K,$103K,$94K - $102K,$94K - $102K,,
5659,The NPD Group,Senior Data Scientist,$140K - $152K,$140K,$152K,$140K - $151K,$140K - $151K,,
5660,ManTech,Senior Data Scientist,$110K - $119K,$110K,$119K,$110K - $117K,$110K - $117K,,
5661,Octane,Senior Data Scientist,$172K - $187K,$172K,$187K,$173K - $190K,$173K - $190K,,
5662,Gannett,Senior Data Scientist,$132K - $146K,$132K,$146K,$133K - $145K,$133K - $145K,,
5663,Capital District Physicians' Health Plan,Senior Data Scientist,$128K - $140K,$128K,$140K,$129K - $139K,$129K - $139K,,
5664,Collective Health,Senior Data Scientist,$151K - $163K,$151K,$163K,$151K - $162K,$151K - $162K,,
5665,Simply Hired,Senior Data Scientist,$160K - $171K,$160K,$171K,$159K - $172K,$159K - $172K,,
5666,Transnational Uyeno Solar,Senior Data Scientist,$57K - $62K,$57K,$62K,$58K - $63K,$58K - $63K,,
5667,Merlon Intelligence,Senior Data Scientist,$156K - $168K,$156K,$168K,$156K - $170K,$156K - $170K,,
5668,Nest,Senior Data Scientist,$173K - $187K,$173K,$187K,$176K - $189K,$176K - $189K,$79K - $85K,$98K - $107K
5669,Hulu,Senior Data Scientist,$157K - $170K,$157K,$170K,$158K - $171K,$158K - $171K,,
5670,iCIMS,Senior Data Scientist,$111K - $120K,$111K,$120K,$111K - $119K,$111K - $119K,,
5671,Intelligrated,Senior Data Scientist,$117K - $128K,$117K,$128K,$118K - $127K,$118K - $127K,,
5672,"CSAA Insurance Group, a AAA Insurer",Senior Data Scientist,$174K - $190K,$174K,$190K,$174K - $189K,$174K - $189K,,
5673,VIZIO,Senior Data Scientist,$154K - $167K,$154K,$167K,$155K - $167K,$155K - $167K,,
5674,Xerox,Senior Data Scientist,$120K - $129K,$120K,$129K,$121K - $130K,$121K - $130K,,
5675,Express Scripts,Senior Data Scientist,$86K - $95K,$86K,$95K,$87K - $93K,$87K - $93K,,
5676,Carbonite,Senior Data Scientist,$117K - $129K,$117K,$129K,$117K - $127K,$117K - $127K,,
5677,Cloudability,Senior Data Scientist,$113K - $122K,$113K,$122K,$112K - $122K,$112K - $122K,,
5678,[24]7.ai,Senior Data Scientist,$142K - $154K,$142K,$154K,$144K - $156K,$144K - $156K,,
5679,Convoy,Senior Data Scientist,$158K - $169K,$158K,$169K,$158K - $170K,$158K - $170K,,
5680,WePay,Senior Data Scientist,$172K - $185K,$172K,$185K,$172K - $184K,$172K - $184K,,
5681,Realtor.com,Senior Data Scientist,$170K - $184K,$170K,$184K,$171K - $185K,$171K - $185K,,
5682,Monsanto Company,Senior Data Scientist,$123K - $134K,$123K,$134K,,,,
5683,Audible,Senior Data Scientist,$143K - $155K,$143K,$155K,$143K - $156K,$143K - $156K,,
5684,Aviall,Senior Data Scientist,$103K - $112K,$103K,$112K,$104K - $113K,$104K - $113K,,
5685,SanDisk,Senior Data Scientist,$164K - $178K,$164K,$178K,$163K - $175K,$163K - $175K,,
5686,Amazon,Senior Data Scientist - Hourly,$98 - $107hourly,$98,$107,$97 - $106,$97 - $106,,
5687,Centralized Management Services,Senior Data Scientist,$95K - $101K,$95K,$101K,$95K - $102K,$95K - $102K,,
5688,SAP Concur,Senior Data Scientist,$131K - $143K,$131K,$143K,$132K - $141K,$132K - $141K,,
5689,Shell,Senior Data Scientist,$183K - $197K,$183K,$197K,$182K - $196K,$182K - $196K,$40K - $42K,$6K - $6K
5690,John Deere,Senior Data Scientist,$122K - $131K,$122K,$131K,$122K - $134K,$122K - $134K,$72K - $78K,
5691,Juniper Networks,Senior Data Scientist,$190K - $208K,$190K,$208K,$189K - $205K,$189K - $205K,,
5692,Retentioneering,Senior Data Scientist,$87K - $94K,$87K,$94K,$87K - $94K,$87K - $94K,,
5693,Sentry,Senior Data Scientist,$109K - $119K,$109K,$119K,$110K - $118K,$110K - $118K,,
5694,LinkedIn,Senior Data Scientist - Hourly Contractor,$78 - $83hourly,$78,$83,,,,
5695,Credibly,Senior Data Scientist,$146K - $157K,$146K,$157K,$144K - $157K,$144K - $157K,$15K - $16K,
5696,Automatic,Senior Data Scientist,$187K - $201K,$187K,$201K,$187K - $202K,$187K - $202K,,
5697,RetailMeNot,Senior Data Scientist,$141K - $151K,$141K,$151K,$141K - $151K,$141K - $151K,,
5698,Kellogg Company,Senior Data Scientist,$126K - $137K,$126K,$137K,$128K - $137K,$128K - $137K,,
5699,Atigeo,Senior Data Scientist,$127K - $136K,$127K,$136K,,,,
5700,Chartboost,Senior Data Scientist,$137K - $149K,$137K,$149K,$138K - $147K,$138K - $147K,,
5701,Grid Dynamics,Senior Data Scientist,$146K - $157K,$146K,$157K,$145K - $157K,$145K - $157K,,
5702,ADARA,Senior Data Scientist,$134K - $145K,$134K,$145K,$133K - $142K,$133K - $142K,$26K - $29K,
5703,Stermedia,Senior Data Scientist - Hourly,$10 - $11hourly,$10,$11,$10 - $11,$10 - $11,,
5704,DocuSign,Senior Data Scientist,$161K - $174K,$161K,$174K,$160K - $174K,$160K - $174K,,
5705,ERP SmartLabs,Senior Data Scientist,$107K - $117K,$107K,$117K,$109K - $118K,$109K - $118K,,
5706,CarMax,Senior Data Scientist,$91K - $100K,$91K,$100K,$92K - $99K,$92K - $99K,,
5707,Motorola Solutions,Senior Data Scientist,$88K - $96K,$88K,$96K,$88K - $95K,$88K - $95K,$8K - $9K,$3K - $3K
5708,Ask Applications,Senior Data Scientist,$137K - $148K,$137K,$148K,$137K - $149K,$137K - $149K,,
5709,Sholom Consulting,Junior Data Scientist,$38K - $42K,$38K,$42K,,,,
5710,ACENSI,Junior Data Scientist,$59K - $64K,$59K,$64K,$59K - $64K,$59K - $64K,,
5711,Ubisoft,Junior Data Scientist - Hourly Intern,$35 - $37hourly,$35,$37,,,,
5712,Senzari,Junior Data Scientist,$73K - $79K,$73K,$79K,$73K - $78K,$73K - $78K,,
5713,HCL Technologies,Junior Data Scientist,$69K - $73K,$69K,$73K,$69K - $74K,$69K - $74K,,
5714,Janssen,Junior Data Scientist - Hourly Intern,$23 - $25hourly,$23,$25,,,,
5715,Virginia Tech Applied Research,Junior Data Scientist,$58K - $64K,$58K,$64K,$59K - $63K,$59K - $63K,,
5716,TitosLevitos,Junior Data Scientist,$99K - $107K,$99K,$107K,,,,
5717,OMP,Junior Data Scientist,$93K - $101K,$93K,$101K,$94K - $102K,$94K - $102K,,
5718,SAP SuccessFactors,Junior Data Scientist,$113K - $122K,$113K,$122K,,,,
5719,Elsevier,Junior Data Scientist,$92K - $100K,$92K,$100K,$91K - $100K,$91K - $100K,,
5720,RLDatix,Junior Data Scientist - Monthly,$6K - $6K,$6K,$6K,$6K - $6K,$6K - $6K,,
5721,eVerge,Junior Data Scientist,$77K - $84K,$77K,$84K,$77K - $84K,$77K - $84K,,
5722,General Mills,Junior Data Scientist,$94K - $102K,$94K,$102K,$93K - $102K,$93K - $102K,,
5723,Wolters Kluwer,Junior Data Scientist,$84K - $91K,$84K,$91K,$83K - $90K,$83K - $90K,,
5724,Sony Music Entertainment,Junior Data Scientist,$119K - $127K,$119K,$127K,$118K - $128K,$118K - $128K,,
5725,Capital Impact Partners,Junior Data Scientist,$98K - $106K,$98K,$106K,$97K - $106K,$97K - $106K,,
5726,Citi,Junior Data Scientist,$103K - $113K,$103K,$113K,$104K - $113K,$104K - $113K,,
5727,CoEfficient Labs,Junior Data Scientist,$49K - $53K,$49K,$53K,$49K - $53K,$49K - $53K,,
5728,AOL,Junior Data Scientist,$89K - $96K,$89K,$96K,$90K - $97K,$90K - $97K,,
5729,Synechron,Junior Data Scientist,$63K - $68K,$63K,$68K,$63K - $68K,$63K - $68K,,
5730,Ambit Analytics,Junior Data Scientist,$70K - $76K,$70K,$76K,$70K - $77K,$70K - $77K,,
5731,SAIC,Junior Data Scientist,$68K - $74K,$68K,$74K,$69K - $73K,$69K - $73K,,
5732,Comcast,Junior Data Scientist,$98K - $106K,$98K,$106K,$97K - $105K,$97K - $105K,,
5733,Resonate,Junior Data Scientist,$67K - $72K,$67K,$72K,$67K - $72K,$67K - $72K,,
5734,Othot,Junior Data Scientist,$58K - $63K,$58K,$63K,$58K - $63K,$58K - $63K,,
5735,SAP,Junior Data Scientist,$100K - $108K,$100K,$108K,$100K - $108K,$100K - $108K,,
5736,Capgemini,Junior Data Scientist,$60K - $64K,$60K,$64K,$60K - $65K,$60K - $65K,,
5737,Visa Inc.,Junior Data Scientist,$117K - $126K,$117K,$126K,$116K - $126K,$116K - $126K,,
5738,Smart Aging,Junior Data Scientist - Hourly Contractor,$25 - $27hourly,$25,$27,,,,
5739,Learfield IMG College,Junior Data Scientist,$50K - $54K,$50K,$54K,$50K - $54K,$50K - $54K,,
5740,Learfield IMG College,Junior Data Scientist,$50K - $55K,$50K,$55K,$50K - $54K,$50K - $54K,,
5741,AEP,Junior Data Scientist,$73K - $79K,$73K,$79K,$72K - $79K,$72K - $79K,$10K - $11K,$10 - $11
5742,Sovrn,Junior Data Scientist,$102K - $111K,$102K,$111K,$103K - $111K,$103K - $111K,,
5743,Nutrien,Junior Data Scientist,$58K - $64K,$58K,$64K,$59K - $64K,$59K - $64K,$6K - $6K,
5744,Marketsmith,Junior Data Scientist,$48K - $52K,$48K,$52K,$48K - $52K,$48K - $52K,,
5745,Mattersight,Junior Data Scientist,$88K - $95K,$88K,$95K,$88K - $94K,$88K - $94K,,
5746,Buildium,Junior Data Scientist,$77K - $84K,$77K,$84K,$77K - $85K,$77K - $85K,,
5747,YouGov,Junior Data Scientist,$54K - $58K,$54K,$58K,$54K - $58K,$54K - $58K,$2K - $3K,
5748,Extensible Energy,Junior Data Scientist,$90K - $96K,$90K,$96K,$89K - $98K,$89K - $98K,,
5749,Altamira Technologies,Junior Data Scientist,$104K - $114K,$104K,$114K,$106K - $114K,$106K - $114K,,
5750,University of Illinois at Chicago,Junior Data Scientist,$60K - $65K,$60K,$65K,$60K - $65K,$60K - $65K,,
5751,Deserve,Junior Data Scientist,$94K - $103K,$94K,$103K,$93K - $102K,$93K - $102K,,
5752,Zenon (NY),Junior Data Scientist,$68K - $75K,$68K,$75K,$69K - $74K,$69K - $74K,,
5753,Wiley,Junior Data Scientist,$73K - $80K,$73K,$80K,$74K - $80K,$74K - $80K,,
5754,Sezzle,Junior Data Scientist,$61K - $66K,$61K,$66K,$62K - $66K,$62K - $66K,,
5755,XSOLIS,Junior Data Scientist,$88K - $95K,$88K,$95K,$87K - $94K,$87K - $94K,,
5756,Express Analytics,Junior Data Scientist,$92K - $100K,$92K,$100K,$92K - $101K,$92K - $101K,,
5757,Specific Media,Junior Data Scientist,$92K - $101K,$92K,$101K,$93K - $100K,$93K - $100K,,
5758,Vistex,Junior Data Scientist,$57K - $62K,$57K,$62K,$58K - $63K,$58K - $63K,,
5759,Simplex (Israel),Junior Data Scientist - Monthly,$5K - $5K,$5K,$5K,$5K - $5K,$5K - $5K,,
5760,Pratt & Miller Engineering,Junior Data Scientist - Hourly Contractor,$53 - $57hourly,$53,$57,,,,
5761,Verisk Analytics,Junior Data Scientist - Hourly,$35 - $37hourly,$35,$37,$25 - $27,$25 - $27,,
5762,Group O,Junior Data Scientist,$67K - $72K,$67K,$72K,$66K - $73K,$66K - $73K,,
5763,Ericsson-Worldwide,Junior Data Scientist,$110K - $118K,$110K,$118K,$109K - $118K,$109K - $118K,,
5764,Indeed,Junior Data Scientist,$143K - $155K,$143K,$155K,$143K - $157K,$143K - $157K,$18K - $19K,$20K - $21K
5765,Uncommon Goods,Junior Data Scientist,$101K - $111K,$101K,$111K,$101K - $111K,$101K - $111K,,
5766,Fama Technologies,Junior Data Scientist,$89K - $95K,$89K,$95K,$88K - $96K,$88K - $96K,,
5767,Cognira,Junior Data Scientist,$90K - $97K,$90K,$97K,$89K - $97K,$89K - $97K,,
5768,LGS Innovations,Junior Data Scientist,$98K - $106K,$98K,$106K,,,,
5769,Quantifind,Junior Data Scientist,$112K - $120K,$112K,$120K,$111K - $120K,$111K - $120K,,
5770,Point72,Junior Data Scientist,$138K - $149K,$138K,$149K,$137K - $151K,$137K - $151K,,
5771,Remedy Partners,Junior Data Scientist,$71K - $77K,$71K,$77K,$70K - $76K,$70K - $76K,,
5772,American Institutes for Research,Junior Data Scientist,$103K - $111K,$103K,$111K,$104K - $111K,$104K - $111K,,
5773,Clarity Insights,Junior Data Scientist,$105K - $114K,$105K,$114K,,,,
5774,Chobanian Group,Junior Data Scientist,$107K - $116K,$107K,$116K,$107K - $117K,$107K - $117K,$15K - $16K,
5775,Clearlink,Junior Data Scientist,$69K - $74K,$69K,$74K,$69K - $74K,$69K - $74K,,
5776,AT&T,Junior Data Scientist,$79K - $85K,$79K,$85K,$79K - $85K,$79K - $85K,,
5777,CI Financial,Junior Data Scientist - Hourly,$31 - $34hourly,$31,$34,$32 - $34,$32 - $34,,
5778,Xylem,Junior Data Scientist - Hourly,$29 - $32hourly,$29,$32,$29 - $32,$29 - $32,,
5779,Boro,Junior Data Scientist,$78K - $85K,$78K,$85K,$78K - $84K,$78K - $84K,,
5780,University of Virginia,Junior Data Scientist,$78K - $85K,$78K,$85K,$78K - $85K,$78K - $85K,,
5781,MZ,Junior Data Scientist,$91K - $98K,$91K,$98K,$92K - $98K,$92K - $98K,,
5782,Children's Hospital Los Angeles,Junior Data Scientist,$73K - $79K,$73K,$79K,$72K - $78K,$72K - $78K,,
5783,Tilting Point,Junior Data Scientist,$89K - $96K,$89K,$96K,$89K - $96K,$89K - $96K,,
5784,University of Utah,Junior Data Scientist,$193K - $212K,$193K,$212K,$195K - $209K,$195K - $209K,,
5785,Liberty Mutual Insurance,Junior Data Scientist,$77K - $83K,$77K,$83K,$78K - $84K,$78K - $84K,$6K - $6K,
5786,TE Connectivity,Junior Data Scientist,$72K - $78K,$72K,$78K,$72K - $78K,$72K - $78K,,
5787,AIG,Junior Data Scientist,$83K - $89K,$83K,$89K,$82K - $90K,$82K - $90K,$5K - $5K,
5788,GoDataDriven,Junior Data Scientist - Monthly,$4K - $4K,$4K,$4K,$4K - $4K,$4K - $4K,,
5789,Rule14,Junior Data Scientist,$60K - $66K,$60K,$66K,$60K - $65K,$60K - $65K,,
5790,One Network,Junior Data Scientist,$58K - $63K,$58K,$63K,$58K - $64K,$58K - $64K,,
5791,United Technologies,Junior Data Scientist - Hourly Intern,$25 - $26hourly,$25,$26,,,,
5792,University of North Texas Health Science Center,Junior Data Scientist,$79K - $87K,$79K,$87K,$79K - $85K,$79K - $85K,,
5793,Rodale,Junior Data Scientist,$118K - $128K,$118K,$128K,,,,
5794,Bakery Agency,Junior Data Scientist,$58K - $64K,$58K,$64K,$58K - $64K,$58K - $64K,,
5795,Noblis,Junior Data Scientist,$69K - $74K,$69K,$74K,$69K - $75K,$69K - $75K,,
5796,NASA Jet Propulsion Laboratory,Junior Data Scientist,$69K - $74K,$69K,$74K,$69K - $74K,$69K - $74K,,
5797,Condé Nast,Junior Data Scientist,$61K - $66K,$61K,$66K,$61K - $66K,$61K - $66K,,
5798,Liberty HealthShare,Junior Data Scientist,$60K - $64K,$60K,$64K,$59K - $65K,$59K - $65K,$6K - $6K,
5799,UMass Medical School,Junior Data Scientist,$78K - $84K,$78K,$84K,$77K - $84K,$77K - $84K,,
5800,Thinkful,Junior Data Scientist - Hourly Intern,$26 - $28hourly,$26,$28,,,,
5801,J.P. Morgan,Junior Data Scientist,$102K - $111K,$102K,$111K,$102K - $110K,$102K - $110K,,
5802,ActionIQ,Junior Data Scientist,$98K - $106K,$98K,$106K,$97K - $105K,$97K - $105K,,
